,account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_charges,total_calls,total_minutes
2544,167,0,0,205.2,145.0,34.88,154.8,95,13.16,191.4,77.0,8.61,14.1,5,3.81,3,0,60.46000000000001,322.0,565.5000000000001
2545,32,0,31,232.8,97.0,39.58,183.5,111,15.6,206.8,111.0,9.31,13.0,2,3.51,0,0,68.0,321.0,636.1
2546,133,0,36,239.9,107.0,40.78,253.8,77,21.57,128.7,85.0,5.79,6.7,3,1.81,4,0,69.95,272.0,629.1000000000001
2547,167,0,0,91.59,97.0,15.573500000000001,288.7,83,24.54,118.09,110.0,5.3145,12.1,3,3.27,2,0,48.698,293.0,510.48
2548,91,0,0,109.8,100.0,18.67,189.6,104,16.12,206.7,85.0,9.3,11.1,3,3.0,1,0,47.09,292.0,517.2
2549,131,0,0,196.1,89.0,33.34,185.5,87,15.77,250.0,132.0,11.25,5.7,6,1.54,2,0,61.900000000000006,314.0,637.3000000000001
2550,153,0,0,166.8,127.0,28.36,143.5,121,12.2,210.7,130.0,9.48,11.8,4,3.19,0,0,53.230000000000004,382.0,532.8
2551,141,0,0,242.8,90.0,41.28,234.1,80,19.9,211.5,104.0,9.52,6.0,3,1.62,4,0,72.32,277.0,694.4
2552,167,1,0,266.7,105.0,45.34,158.2,88,13.45,287.7,111.0,12.95,13.8,3,3.73,3,1,75.47,307.0,726.3999999999999
2553,127,0,23,182.0,80.0,30.94,216.1,85,18.37,156.9,82.0,7.06,9.8,4,2.65,1,0,59.019999999999996,251.0,564.8
2554,57,0,0,91.59,92.0,15.573500000000001,193.9,127,16.48,231.5,93.0,10.42,10.1,2,2.73,0,0,45.203500000000005,314.0,527.09
2555,123,0,33,146.6,87.0,24.92,118.2,67,10.05,220.4,99.0,9.92,5.7,7,1.54,0,0,46.43000000000001,260.0,490.9
2556,103,1,35,110.5,101.0,18.79,208.3,81,17.71,118.09,77.0,5.3145,13.9,2,3.75,4,1,45.564499999999995,261.0,450.78999999999996
2557,101,0,0,118.6,89.0,20.16,199.6,97,16.97,118.09,67.0,5.3145,11.5,5,3.11,1,0,45.5545,258.0,447.78999999999996
2558,123,0,22,197.6,105.0,33.59,118.2,86,10.05,120.8,82.0,5.44,15.6,9,4.21,2,0,53.290000000000006,282.0,452.2
2559,78,0,32,210.3,116.0,35.75,192.2,83,16.34,246.1,92.0,11.07,10.8,4,2.92,4,0,66.08,295.0,659.3999999999999
2560,101,0,28,220.3,96.0,37.45,285.8,72,24.29,203.0,111.0,9.14,9.4,6,2.54,4,0,73.42,285.0,718.5
2561,67,0,34,161.7,114.0,27.49,207.6,115,17.65,205.7,114.0,9.26,9.2,4,2.48,0,0,56.879999999999995,347.0,584.2
2562,64,0,0,146.7,83.0,24.94,148.3,91,12.61,238.6,69.0,10.74,12.5,3,3.38,3,0,51.67,246.0,546.0999999999999
2563,167,0,0,109.4,103.0,18.6,118.2,111,10.05,167.3,106.0,7.53,7.8,7,2.11,1,0,38.290000000000006,327.0,402.70000000000005
2564,135,0,0,144.1,115.0,24.5,249.8,68,21.23,211.4,82.0,9.51,13.6,3,3.67,1,0,58.91,268.0,618.9
2565,75,0,36,248.9,93.0,42.31,170.8,108,14.52,118.09,91.0,5.3145,11.2,8,3.02,1,0,65.1645,300.0,548.99
2566,88,1,0,91.59,112.0,15.573500000000001,221.6,70,18.84,190.6,75.0,8.58,11.6,3,3.13,4,1,46.12350000000001,260.0,515.39
2567,112,0,0,214.8,112.0,36.52,209.7,104,17.82,164.4,97.0,7.4,9.4,5,2.54,3,0,64.28,318.0,598.3000000000001
2568,113,0,0,158.9,137.0,27.01,242.8,109,20.64,247.8,97.0,11.15,6.5,4,1.76,0,0,60.56,347.0,656.0
2569,121,0,28,110.0,94.0,18.7,141.5,76,12.03,237.3,87.0,10.68,6.4,3,1.73,2,0,43.14,260.0,495.2
2570,70,0,0,152.8,145.0,25.98,183.6,102,15.61,151.8,75.0,6.83,10.5,2,2.84,1,0,51.26,324.0,498.70000000000005
2571,90,0,0,145.6,103.0,24.75,197.1,137,16.75,294.5,83.0,13.25,10.5,4,2.84,0,0,57.59,327.0,647.7
2572,39,0,0,93.3,83.0,15.86,199.6,114,16.97,206.2,104.0,9.28,6.5,4,1.76,0,0,43.87,305.0,505.6
2573,142,0,0,216.8,134.0,36.86,187.8,106,15.96,138.1,108.0,6.21,8.3,2,2.24,0,0,61.27,350.0,551.0
2574,167,0,0,201.9,101.0,34.32,154.7,78,13.15,164.4,79.0,7.4,9.0,2,2.43,1,0,57.3,260.0,530.0
2575,105,0,0,146.4,81.0,24.89,225.1,80,19.13,230.1,117.0,10.35,8.5,2,2.3,1,0,56.67,280.0,610.1
2576,57,1,0,272.7,74.0,46.36,224.9,85,19.12,178.2,104.0,8.02,10.5,3,2.84,2,1,76.34,266.0,686.3
2577,88,0,0,172.8,81.0,29.38,193.4,90,16.44,118.09,107.0,5.3145,12.8,5,3.46,2,0,54.5945,283.0,497.09
2578,95,0,0,190.2,119.0,32.33,157.1,70,13.35,181.5,120.0,8.17,14.0,6,3.78,0,0,57.63,315.0,542.8
2579,147,0,0,130.6,83.0,22.2,208.1,144,17.69,204.6,72.0,9.21,15.6,3,4.21,3,0,53.31,302.0,558.9
2580,101,1,0,158.4,92.0,26.93,188.0,117,15.98,219.7,125.0,9.89,13.5,4,3.65,4,1,56.45,338.0,579.6
2581,115,0,0,166.5,111.0,28.31,236.2,98,20.08,205.6,92.0,9.25,15.6,2,4.21,1,0,61.849999999999994,303.0,623.9
2582,103,0,0,129.3,103.0,21.98,202.8,89,17.24,233.0,126.0,10.49,12.9,2,3.48,2,0,53.19,320.0,578.0
2583,82,0,0,199.3,112.0,33.88,193.4,120,16.44,254.4,117.0,11.45,7.0,9,1.89,0,0,63.66,358.0,654.1
2584,141,0,0,185.1,126.0,31.47,233.0,98,19.81,152.2,106.0,6.85,9.1,7,2.46,0,0,60.59,337.0,579.4
2585,149,0,0,175.4,80.0,29.82,197.4,127,16.78,188.2,102.0,8.47,9.7,2,2.62,2,0,57.69,311.0,570.7
2586,131,0,0,263.4,123.0,44.78,151.9,74,12.91,218.5,101.0,9.83,10.7,2,2.89,2,0,70.41,300.0,644.5
2587,119,0,0,94.2,108.0,16.01,264.1,100,22.45,203.7,79.0,9.17,7.3,3,1.97,1,0,49.6,290.0,569.3
2588,112,0,0,189.4,83.0,32.2,219.0,89,18.62,168.0,116.0,7.56,7.1,8,1.92,3,0,60.30000000000001,296.0,583.5
2589,116,0,35,118.0,103.0,20.06,167.2,106,14.21,205.7,102.0,9.26,11.8,2,3.19,2,0,46.72,313.0,502.7
2590,94,0,0,212.1,98.0,36.06,189.4,89,16.1,317.5550000000001,95.0,14.290200000000004,8.4,5,2.27,3,0,68.7202,287.0,727.455
2591,114,0,31,222.8,98.0,37.88,180.5,105,15.34,151.3,101.0,6.81,13.0,4,3.51,0,0,63.540000000000006,308.0,567.6
2592,63,0,25,190.0,137.0,32.3,118.2,76,10.05,141.5,110.0,6.37,12.2,2,3.29,1,0,52.00999999999999,325.0,461.9
2593,130,1,0,271.8,129.0,46.21,237.2,128,20.16,210.1,91.0,9.45,8.7,2,2.35,4,1,78.17,350.0,727.8
2594,122,0,29,195.4,83.0,33.22,268.2,93,22.8,168.0,95.0,7.56,8.4,6,2.27,3,0,65.85,277.0,639.9999999999999
2595,166,0,0,199.6,93.0,33.93,214.3,99,18.22,196.8,110.0,8.86,7.2,5,1.94,3,0,62.949999999999996,307.0,617.9000000000001
2596,78,0,21,160.6,85.0,27.3,223.1,79,18.96,124.0,92.0,5.58,9.5,1,2.57,2,0,54.410000000000004,257.0,517.2
2597,148,0,26,158.7,91.0,26.98,160.5,127,13.64,218.3,88.0,9.82,9.9,3,2.67,1,0,53.11,309.0,547.4
2598,154,1,0,154.5,122.0,26.27,214.2,71,18.21,178.0,105.0,8.01,12.0,2,3.24,3,1,55.73,300.0,558.7
2599,110,0,34,192.3,114.0,32.69,129.3,114,10.99,136.3,102.0,6.13,6.3,9,1.7,1,0,51.51,339.0,464.20000000000005
2600,75,1,0,304.85500000000013,106.0,51.82590000000002,188.0,115,15.98,235.4,116.0,10.59,8.5,5,2.3,0,1,80.69590000000002,342.0,736.7550000000001
2601,113,0,0,91.59,88.0,15.573500000000001,204.0,112,17.34,118.09,118.0,5.3145,6.6,3,1.78,1,0,40.007999999999996,321.0,420.28000000000003
2602,167,0,36,105.2,67.0,17.88,318.651,79,27.0851,165.7,97.0,7.46,6.3,3,1.7,2,0,54.1251,246.0,595.8509999999999
2603,51,0,0,180.5,88.0,30.69,134.7,102,11.45,170.7,97.0,7.68,10.0,3,2.7,2,0,52.519999999999996,290.0,495.9
2604,102,0,29,214.7,86.0,36.5,314.3,109,26.72,280.2,110.0,12.61,14.3,2,3.86,0,0,79.69,307.0,823.5
2605,107,0,0,91.59,95.0,15.573500000000001,118.2,85,10.05,204.3,87.0,9.19,13.2,3,3.56,1,0,38.37350000000001,270.0,427.28999999999996
2606,88,1,0,131.5,99.0,22.36,174.8,128,14.86,184.2,83.0,8.29,7.9,2,2.13,4,1,47.64,312.0,498.4
2607,82,0,0,135.4,102.0,23.02,237.1,122,20.15,118.3,91.0,5.32,16.551000000000023,4,4.470200000000005,0,0,52.96020000000001,319.0,507.351
2608,167,0,0,174.3,85.0,29.63,254.1,95,21.6,176.4,96.0,7.94,5.9,3,1.59,4,0,60.76,279.0,610.7
2609,130,0,0,203.9,67.0,34.66,191.8,93,16.3,132.5,125.0,5.96,12.1,4,3.27,3,0,60.19,289.0,540.3000000000001
2610,167,0,0,235.5,108.0,40.04,142.3,143,12.1,316.7,131.0,14.25,12.5,5,3.38,0,0,69.77,387.0,707.0
2611,129,0,0,157.0,113.0,26.69,256.9,97,21.84,185.5,126.0,8.35,12.1,2,3.27,2,0,60.150000000000006,338.0,611.5
2612,167,0,0,111.9,67.0,19.02,223.0,124,18.96,243.2,81.0,10.94,10.0,7,2.7,3,0,51.62,279.0,588.1
2613,54,0,0,236.3,91.0,40.17,152.8,130,12.99,160.3,98.0,7.21,11.2,8,3.02,3,0,63.39000000000001,327.0,560.6000000000001
2614,78,0,0,163.6,88.0,27.81,283.4,93,24.09,262.1,108.0,11.79,8.6,9,2.32,0,0,66.01,298.0,717.7
2615,100,0,29,213.6,127.0,36.31,175.9,82,14.95,207.2,100.0,9.32,8.9,3,2.4,1,0,62.980000000000004,312.0,605.5999999999999
2616,70,0,30,143.4,72.0,24.38,170.0,92,14.45,127.9,68.0,5.76,9.4,4,2.54,3,0,47.129999999999995,236.0,450.7
2617,117,0,0,97.1,98.0,16.51,228.0,131,19.38,240.0,111.0,10.8,10.6,3,2.86,1,0,49.55,343.0,575.7
2618,68,0,0,94.1,93.0,16.0,147.6,80,12.55,213.5,85.0,9.61,10.1,2,2.73,0,0,40.89,260.0,465.30000000000007
2619,27,1,0,226.3,95.0,38.47,274.3,109,23.32,242.7,119.0,10.92,8.2,3,2.21,2,1,74.91999999999999,326.0,751.5
2620,167,0,27,190.3,93.0,32.35,249.0,127,21.17,215.7,82.0,9.71,10.6,4,2.86,1,0,66.09,306.0,665.6
2621,112,0,0,185.4,114.0,31.52,191.4,119,16.27,144.0,78.0,6.48,10.0,9,2.7,2,0,56.97,320.0,530.8
2622,93,0,0,179.5,121.0,30.52,191.9,131,16.31,165.5,125.0,7.45,12.0,4,3.24,0,0,57.519999999999996,381.0,548.9
2623,102,0,0,158.0,94.0,26.86,207.9,100,17.67,190.4,120.0,8.57,10.1,9,2.73,0,0,55.83,323.0,566.4
2624,93,0,0,173.0,131.0,29.41,190.4,108,16.18,290.0,67.0,13.05,10.4,2,2.81,0,0,61.45,308.0,663.8
2625,107,0,32,134.2,101.0,22.81,211.9,145,18.01,167.6,138.0,7.54,8.2,5,2.21,1,0,50.57000000000001,389.0,521.9
2626,100,0,32,125.2,123.0,21.28,230.9,101,19.63,192.0,106.0,8.64,12.6,9,3.4,3,0,52.95,339.0,560.7
2627,115,0,0,195.9,111.0,33.3,227.0,108,19.3,313.2,113.0,14.09,13.2,1,3.56,2,0,70.25,333.0,749.3000000000001
2628,63,0,13,214.2,67.0,36.41,181.2,88,15.4,174.0,68.0,7.83,10.3,2,2.78,0,0,62.419999999999995,225.0,579.6999999999999
2629,57,0,0,221.1,101.0,37.59,236.7,67,20.12,252.3,137.0,11.35,9.5,1,2.57,0,0,71.63000000000001,306.0,719.5999999999999
2630,119,0,26,132.0,100.0,22.44,173.3,121,14.73,203.5,108.0,9.16,11.6,5,3.13,1,0,49.46000000000001,334.0,520.4
2631,73,0,0,157.6,92.0,26.79,198.3,87,16.86,317.5550000000001,106.0,14.290200000000004,9.1,4,2.46,1,0,60.4002,289.0,682.5550000000002
2632,98,0,30,110.3,71.0,18.75,182.4,108,15.5,183.8,88.0,8.27,11.0,8,2.97,2,0,45.49,275.0,487.5
2633,139,0,0,161.5,121.0,27.46,192.9,137,16.4,168.3,96.0,7.57,11.2,9,3.02,0,0,54.449999999999996,363.0,533.9000000000001
2634,31,0,28,171.8,116.0,29.21,240.7,125,20.46,245.5,80.0,11.05,10.6,7,2.86,1,0,63.580000000000005,328.0,668.6
2635,129,0,32,211.0,99.0,35.87,155.1,89,13.18,234.8,96.0,10.57,11.4,5,3.08,1,0,62.699999999999996,289.0,612.3
2636,115,1,0,139.3,89.0,23.68,192.3,95,16.35,151.0,75.0,6.8,9.3,3,2.51,4,1,49.339999999999996,262.0,491.90000000000003
2637,108,1,0,291.6,99.0,49.57,221.1,93,18.79,229.2,110.0,10.31,14.0,9,3.78,2,1,82.44999999999999,311.0,755.9
2638,139,0,0,139.0,110.0,23.63,132.9,93,11.3,272.0,120.0,12.24,12.1,1,3.27,0,0,50.44,324.0,556.0
2639,102,0,0,234.8,125.0,39.92,199.2,99,16.93,163.2,88.0,7.34,10.0,1,2.7,4,0,66.89,313.0,607.2
2640,149,0,0,187.6,83.0,31.89,201.4,81,17.12,264.2,79.0,11.89,8.8,1,2.38,1,0,63.28,244.0,661.9999999999999
2641,113,0,0,159.8,143.0,27.17,210.1,93,17.86,175.1,86.0,7.88,13.1,7,3.54,2,0,56.45,329.0,558.1
2642,131,0,33,177.1,100.0,30.11,194.0,85,16.49,253.4,124.0,11.4,5.7,5,1.54,1,0,59.53999999999999,314.0,630.2
2643,83,0,0,117.9,101.0,20.04,160.4,92,13.63,235.3,147.51000000000022,10.59,11.4,9,3.08,0,0,47.34,349.5100000000002,525.0
2644,96,0,21,247.6,95.0,42.09,256.3,147,21.79,158.6,72.0,7.14,10.8,6,2.92,2,0,73.94,320.0,673.3
2645,98,0,0,169.9,77.0,28.88,138.3,147,11.76,142.6,105.0,6.42,8.5,7,2.3,1,0,49.35999999999999,336.0,459.3
2646,3,0,0,185.0,120.0,31.45,203.7,129,17.31,170.5,89.0,7.67,14.1,3,3.81,3,0,60.239999999999995,341.0,573.3000000000001
2647,77,0,17,204.9,84.0,34.83,201.0,102,17.09,219.7,97.0,9.89,11.3,5,3.05,0,0,64.86,288.0,636.9
2648,75,0,24,225.5,119.0,38.34,182.0,108,15.47,270.9,106.0,12.19,9.4,2,2.54,3,0,68.54,335.0,687.8
2649,40,1,0,169.7,115.0,28.85,141.4,123,12.02,253.0,115.0,11.39,10.5,3,2.84,4,1,55.099999999999994,356.0,574.6
2650,108,0,0,239.3,102.0,40.68,223.4,127,18.99,251.4,104.0,11.31,10.6,6,2.86,0,0,73.84,339.0,724.7
2651,100,1,0,113.3,96.0,19.26,197.9,89,16.82,284.5,93.0,12.8,11.7,2,3.16,4,1,52.04,280.0,607.4000000000001
2652,16,0,0,161.9,100.0,27.52,230.1,138,19.56,148.8,78.0,6.7,10.2,9,2.75,3,0,56.53,325.0,551.0000000000001
2653,115,0,16,133.3,110.0,22.66,185.7,111,15.78,161.5,113.0,7.27,5.7,4,1.54,2,0,47.25,338.0,486.2
2654,108,0,25,170.7,88.0,29.02,118.2,113,10.05,165.7,99.0,7.46,8.7,1,2.35,3,0,48.879999999999995,301.0,463.29999999999995
2655,161,1,0,304.85500000000013,100.0,51.82590000000002,230.4,135,19.58,241.5,104.0,10.87,7.8,5,2.11,2,1,84.38590000000002,344.0,784.5550000000001
2656,147,0,0,124.4,74.0,21.15,318.651,78,27.0851,157.2,126.0,7.07,10.4,4,2.81,2,0,58.1151,282.0,610.651
2657,107,0,0,146.9,94.0,24.97,118.2,111,10.05,118.09,97.0,5.3145,11.4,5,3.08,3,0,43.414500000000004,307.0,394.59
2658,120,0,0,192.6,123.0,32.74,206.4,105,17.54,283.2,93.0,12.74,10.8,3,2.92,1,0,65.94,324.0,692.9999999999999
2659,107,0,36,96.3,83.0,16.37,179.6,91,15.27,166.3,121.0,7.48,10.3,2,2.78,1,0,41.900000000000006,297.0,452.50000000000006
2660,58,0,0,131.9,96.0,22.42,167.6,107,14.25,205.9,106.0,9.27,14.7,5,3.97,3,0,49.910000000000004,314.0,520.1
2661,91,0,0,147.2,121.0,25.02,175.2,87,14.89,136.3,80.0,6.13,13.3,3,3.59,2,0,49.629999999999995,291.0,472.0
2662,13,0,0,143.1,139.0,24.33,239.6,88,20.37,221.7,123.0,9.98,7.1,5,1.92,2,0,56.599999999999994,355.0,611.5
2663,104,0,0,280.4,127.0,47.67,179.4,79,15.25,150.6,77.0,6.78,15.2,6,4.1,4,0,73.8,289.0,625.6
2664,93,0,31,237.2,85.0,40.32,213.1,100,18.11,192.7,87.0,8.67,10.7,4,2.89,1,0,69.99000000000001,276.0,653.7
2665,95,0,0,184.2,95.0,31.31,181.6,101,15.44,143.4,113.0,6.45,12.8,4,3.46,2,0,56.66,313.0,522.0
2666,104,0,0,109.1,141.0,18.55,187.1,140,15.9,216.6,100.0,9.75,10.0,4,2.7,3,0,46.9,385.0,522.8
2667,35,1,0,138.1,115.0,23.48,158.2,82,13.45,215.7,118.0,9.71,10.3,2,2.78,4,1,49.42,317.0,522.3
2668,143,0,0,155.4,112.0,26.42,290.9,92,24.73,228.4,91.0,10.28,13.9,5,3.75,1,0,65.18,300.0,688.6
2669,62,0,0,245.3,91.0,41.7,122.9,130,10.45,228.4,102.0,10.28,8.5,4,2.3,4,0,64.73,327.0,605.1
2670,60,1,0,205.9,97.0,35.0,277.4,117,23.58,202.0,139.0,9.09,11.0,2,2.97,0,1,70.64,355.0,696.3
2671,56,1,0,221.9,112.0,37.72,278.2,122,23.65,288.1,85.0,12.96,7.1,5,1.92,0,1,76.25,324.0,795.3000000000001
2672,167,0,0,190.0,100.0,32.3,246.6,78,20.96,304.2,107.0,13.69,9.5,4,2.57,1,0,69.52,289.0,750.3
2673,94,0,0,220.8,111.0,37.54,156.2,67,13.28,187.9,89.0,8.46,10.5,4,2.84,2,0,62.120000000000005,271.0,575.4000000000001
2674,73,0,36,173.7,117.0,29.53,204.0,114,17.34,174.6,94.0,7.86,6.3,3,1.7,2,0,56.43000000000001,328.0,558.5999999999999
2675,123,0,0,114.8,94.0,19.52,150.0,104,12.75,268.6,119.0,12.09,9.6,4,2.59,2,0,46.95,321.0,543.0000000000001
2676,64,0,0,113.8,97.0,19.35,192.3,97,16.35,214.9,89.0,9.67,10.4,1,2.81,3,0,48.18000000000001,284.0,531.4
2677,127,1,0,143.2,67.0,24.34,179.5,147,15.26,171.8,122.0,7.73,6.2,4,1.67,4,1,49.0,340.0,500.7
2678,33,0,0,184.4,111.0,31.35,203.8,110,17.32,237.4,100.0,10.68,9.3,5,2.51,3,0,61.86,326.0,634.9
2679,123,0,0,224.0,99.0,38.08,210.7,80,17.91,231.9,75.0,10.44,5.7,5,1.54,0,0,67.97,259.0,672.3
2680,148,0,0,216.2,95.0,36.75,185.7,105,15.78,300.0,143.0,13.5,10.0,5,2.7,2,0,68.73,348.0,711.9000000000001
2681,81,0,0,129.9,121.0,22.08,230.1,105,19.56,140.5,123.0,6.32,13.3,3,3.59,0,0,51.55,352.0,513.8
2682,52,0,0,204.4,97.0,34.75,273.2,128,23.22,179.6,118.0,8.08,11.0,5,2.97,1,0,69.02,348.0,668.2
2683,91,0,36,216.6,101.0,36.82,173.1,98,14.71,242.1,95.0,10.89,9.1,3,2.46,1,0,64.88,297.0,640.9
2684,152,0,0,228.1,93.0,38.78,136.4,106,11.59,197.3,107.0,8.88,9.0,2,2.43,1,0,61.68000000000001,308.0,570.8
2685,167,1,0,225.9,110.0,38.4,299.1,86,25.42,251.3,81.0,11.31,11.2,4,3.02,1,1,78.15,281.0,787.5000000000001
2686,78,1,0,103.5,115.0,17.6,118.2,102,10.05,201.0,94.0,9.05,12.0,3,3.24,4,1,39.94,314.0,434.7
2687,67,0,0,115.5,70.0,19.64,252.2,143,21.44,208.9,91.0,9.4,7.5,6,2.03,0,0,52.510000000000005,310.0,584.0999999999999
2688,100,0,0,218.8,125.0,37.2,148.3,102,12.61,277.8,97.0,12.5,9.7,6,2.62,1,0,64.93,330.0,654.6000000000001
2689,41,0,0,223.8,67.0,38.05,244.8,74,20.81,223.8,147.51000000000022,10.07,12.3,5,3.32,3,0,72.25,293.5100000000002,704.7
2690,133,0,0,143.8,71.0,24.45,184.0,131,15.64,275.5,132.0,12.4,12.9,4,3.48,3,0,55.97,338.0,616.1999999999999
2691,36,0,36,91.59,123.0,15.573500000000001,129.1,117,10.97,317.5550000000001,105.0,14.290200000000004,8.6,6,2.32,2,0,43.1537,351.0,546.8450000000001
2692,51,0,28,276.7,121.0,47.04,203.7,99,17.31,246.2,88.0,11.08,8.3,3,2.24,0,0,77.67,311.0,734.8999999999999
2693,84,0,36,153.9,102.0,26.16,140.7,117,11.96,217.7,101.0,9.8,12.8,5,3.46,1,0,51.38,325.0,525.0999999999999
2694,91,0,0,190.5,128.0,32.39,205.5,103,17.47,130.7,67.0,5.88,13.8,5,3.73,0,0,59.47,303.0,540.5
2695,110,0,0,192.6,102.0,32.74,178.9,118,15.21,214.6,74.0,9.66,9.4,4,2.54,1,0,60.15,298.0,595.5
2696,121,0,0,215.6,74.0,36.65,192.9,98,16.4,144.0,103.0,6.48,10.1,4,2.73,4,0,62.26,279.0,562.6
2697,109,0,0,180.0,100.0,30.6,229.0,103,19.47,139.4,105.0,6.27,7.8,8,2.11,3,0,58.45,316.0,556.1999999999999
2698,95,0,0,157.3,116.0,26.74,197.5,77,16.79,128.2,111.0,5.77,8.4,4,2.27,2,0,51.57,308.0,491.4
2699,72,0,0,196.5,88.0,33.41,158.6,129,13.48,269.3,118.0,12.12,6.8,3,1.84,0,0,60.849999999999994,338.0,631.1999999999999
2700,73,0,0,240.3,130.0,40.85,162.5,83,13.81,231.9,136.0,10.44,11.9,3,3.21,0,0,68.31,352.0,646.6
2701,108,0,0,193.3,126.0,32.86,154.7,85,13.15,174.8,98.0,7.87,9.4,6,2.54,3,0,56.419999999999995,315.0,532.1999999999999
2702,58,0,36,211.9,67.0,36.02,274.4,76,23.32,210.5,139.0,9.47,5.7,4,1.54,1,0,70.35,286.0,702.5
2703,76,1,0,246.8,110.0,41.96,206.3,67,17.54,208.4,123.0,9.38,13.2,5,3.56,0,1,72.44,305.0,674.7
2704,103,1,0,174.7,145.51000000000022,29.7,148.0,67,12.58,168.2,109.0,7.57,15.8,3,4.27,4,1,54.12,324.5100000000002,506.7
2705,87,1,0,240.0,83.0,40.8,134.1,106,11.4,189.1,84.0,8.51,9.3,2,2.51,0,1,63.21999999999999,275.0,572.5
2706,35,0,36,181.2,76.0,30.8,177.6,98,15.1,228.0,136.0,10.26,5.7,3,1.54,2,0,57.7,313.0,592.5
2707,88,0,0,113.7,67.0,19.33,165.1,127,14.03,141.5,142.0,6.37,10.8,3,2.92,1,0,42.65,339.0,431.09999999999997
2708,77,0,29,211.1,89.0,35.89,223.5,97,19.0,148.4,106.0,6.68,9.7,9,2.62,2,0,64.19,301.0,592.7
2709,30,0,0,247.4,107.0,42.06,175.9,76,14.95,287.4,90.0,12.93,11.3,2,3.05,0,0,72.99000000000001,275.0,721.9999999999999
2710,53,0,32,131.2,67.0,22.3,227.4,125,19.33,178.9,105.0,8.05,12.8,2,3.46,2,0,53.14,299.0,550.3
2711,152,0,0,161.4,84.0,27.44,163.6,88,13.91,153.2,121.0,6.89,11.8,5,3.19,1,0,51.43000000000001,298.0,490.00000000000006
2712,59,0,32,211.9,120.0,36.02,202.9,136,17.25,213.5,95.0,9.61,8.8,5,2.38,1,0,65.26,356.0,637.0999999999999
2713,143,0,0,160.4,120.0,27.27,285.9,104,24.3,182.5,85.0,8.21,6.9,4,1.86,3,0,61.64,313.0,635.6999999999999
2714,142,0,36,230.7,101.0,39.22,256.8,88,21.83,263.9,92.0,11.88,6.4,3,1.73,1,0,74.66,284.0,757.8
2715,105,0,0,232.6,96.0,39.54,253.4,117,21.54,154.0,101.0,6.93,10.5,9,2.84,1,0,70.85,323.0,650.5
2716,111,1,0,294.7,90.0,50.1,294.6,72,25.04,260.1,121.0,11.7,10.8,3,2.92,1,1,89.75999999999999,286.0,860.1999999999999
2717,143,0,0,133.4,107.0,22.68,223.9,117,19.03,180.4,85.0,8.12,10.2,9,2.75,1,0,52.58,318.0,547.9000000000001
2718,93,0,22,304.85500000000013,123.0,51.82590000000002,189.7,83,16.12,240.3,107.0,10.81,11.7,2,3.16,0,0,81.91590000000002,315.0,746.5550000000003
2719,79,0,0,236.8,135.0,40.26,186.4,87,15.84,126.9,112.0,5.71,10.4,5,2.81,2,0,64.62,339.0,560.5
2720,93,0,0,168.4,114.0,28.63,276.0,127,23.46,196.2,67.0,8.83,11.4,3,3.08,1,0,64.0,311.0,652.0
2721,103,0,0,91.59,134.0,15.573500000000001,134.5,112,11.43,168.8,147.51000000000022,7.6,12.0,6,3.24,2,0,37.8435,399.5100000000002,406.89
2722,93,0,0,152.1,141.0,25.86,215.5,107,18.32,262.4,111.0,11.81,12.0,7,3.24,1,0,59.23,366.0,642.0
2723,149,0,0,180.9,79.0,30.75,194.9,83,16.57,197.8,109.0,8.9,8.8,9,2.38,3,0,58.6,280.0,582.4
2724,23,0,31,156.6,84.0,26.62,161.5,96,13.73,294.6,107.0,13.26,9.4,6,2.54,1,0,56.150000000000006,293.0,622.1
2725,167,0,24,180.5,85.0,30.69,224.1,92,19.05,205.7,103.0,9.26,5.7,3,1.54,0,0,60.540000000000006,283.0,616.0
2726,164,0,30,238.8,100.0,40.6,230.0,121,19.55,206.3,67.0,9.28,13.2,8,3.56,1,0,72.99,296.0,688.3000000000001
2727,104,0,18,182.1,67.0,30.96,213.6,67,18.16,193.0,108.0,8.69,13.4,9,3.62,2,0,61.42999999999999,251.0,602.1
2728,150,0,35,139.6,72.0,23.73,318.651,147,27.0851,213.8,105.0,9.62,8.8,2,2.38,2,0,62.8151,326.0,680.8509999999999
2729,167,0,12,200.3,76.0,34.05,253.6,105,21.56,149.3,93.0,6.72,10.2,5,2.75,0,0,65.08,279.0,613.4000000000001
2730,88,0,0,153.5,94.0,26.1,251.7,118,21.39,182.2,99.0,8.2,8.5,6,2.3,1,0,57.99,317.0,595.9
2731,61,0,29,128.2,119.0,21.79,171.7,83,14.59,250.9,114.0,11.29,11.7,6,3.16,3,0,50.83,322.0,562.5
2732,110,0,0,159.5,145.0,27.12,202.3,101,17.2,256.0,96.0,11.52,16.551000000000023,2,4.470200000000005,2,0,60.31020000000001,344.0,634.351
2733,115,1,0,226.4,101.0,38.49,276.8,67,23.53,213.4,82.0,9.6,12.3,4,3.32,3,1,74.94,254.0,728.9
2734,33,0,0,251.9,81.0,42.82,194.6,96,16.54,211.2,87.0,9.5,8.4,3,2.27,2,0,71.13,267.0,666.1
